Schools,Colleges,Hospitals,Gyms,Boys_Hostels,Girls_Hostels,Turfs,Parking_Spaces,Competitors,Rent_Cost,Daily_Footfall,Avg_Income,Shop_Area_SqFt,Dist_To_Transit,Best_Shop_Type,Area_Type,Dominant_Age_Group
5.0,4.0,4.0,2.0,6.0,7.0,2.0,19.0,9.0,11568.0,9940.0,85139.0,1136.0,1495.0,Bakery,Semi-Urban,Seniors
0.0,3.0,3.0,1.0,2.0,4.0,0.0,4.0,4.0,38107.0,6445.0,121817.0,982.0,1635.0,Beauty Parlor,Rural,Seniors
6.0,5.0,0.0,2.0,5.0,5.0,3.0,29.0,4.0,53902.0,13795.0,104299.0,567.0,1544.0,Clothing Store,Urban,Teens
3.0,,0.0,2.0,2.0,0.0,1.0,8.0,7.0,46951.0,905.0,77816.0,,742.0,Sports Nutrition,Urban,Seniors
1.0,2.0,0.0,0.0,5.0,7.0,4.0,12.0,3.0,72503.0,12078.0,37215.0,2163.0,169.0,Supermarket,Rural,Teens
4.0,2.0,3.0,4.0,,4.0,0.0,10.0,2.0,41263.0,14014.0,78229.0,3737.0,1717.0,Supermarket,Semi-Urban,Kids
2.0,4.0,5.0,0.0,8.0,0.0,1.0,25.0,9.0,16632.0,3232.0,143930.0,2667.0,256.0,Supermarket,Urban,Adults
5.0,3.0,5.0,5.0,1.0,6.0,3.0,1.0,1.0,71536.0,5922.0,127112.0,1558.0,798.0,Pharmacy,Rural,
7.0,2.0,4.0,4.0,5.0,1.0,4.0,11.0,7.0,41343.0,13842.0,118548.0,2135.0,1094.0,Sports Nutrition,Urban,Seniors
6.0,3.0,0.0,1.0,2.0,5.0,0.0,2.0,4.0,59675.0,13666.0,120104.0,1620.0,1093.0,Beauty Parlor,Rural,Adults
2.0,5.0,4.0,4.0,6.0,2.0,3.0,14.0,5.0,20510.0,6997.0,86224.0,1594.0,,Supermarket,Urban,Kids
7.0,2.0,3.0,0.0,3.0,5.0,4.0,27.0,8.0,22314.0,1936.0,46815.0,3745.0,810.0,Supermarket,Rural,Adults
1.0,5.0,4.0,0.0,4.0,8.0,2.0,27.0,2.0,17609.0,5660.0,81644.0,2035.0,1446.0,Supermarket,Rural,Teens
8.0,3.0,4.0,2.0,9.0,5.0,4.0,0.0,3.0,26934.0,12996.0,139358.0,3281.0,1063.0,Beauty Parlor,Urban,Kids
3.0,3.0,0.0,,5.0,0.0,0.0,23.0,1.0,59165.0,773.0,110736.0,3914.0,1866.0,Supermarket,Rural,Teens
0.0,1.0,5.0,5.0,7.0,5.0,2.0,27.0,5.0,29782.0,8787.0,60341.0,1908.0,1502.0,Supermarket,Urban,Kids
7.0,4.0,1.0,0.0,1.0,2.0,1.0,10.0,8.0,11953.0,12797.0,130593.0,1459.0,1393.0,Beauty Parlor,Urban,Adults
6.0,0.0,2.0,3.0,3.0,3.0,2.0,24.0,1.0,60812.0,5372.0,102598.0,3729.0,366.0,Supermarket,Urban,Seniors
4.0,4.0,3.0,3.0,3.0,3.0,2.0,9.0,4.0,31272.0,8615.0,121304.0,3975.0,1835.0,Beauty Parlor,Semi-Urban,Seniors
4.0,3.0,3.0,2.0,5.0,8.0,2.0,24.0,9.0,76984.0,14183.0,72079.0,3169.0,358.0,Supermarket,Semi-Urban,Teens
6.0,3.0,3.0,4.0,3.0,7.0,4.0,2.0,0.0,79425.0,5262.0,59118.0,2456.0,784.0,Pharmacy,Semi-Urban,Teens
4.0,4.0,2.0,4.0,4.0,6.0,2.0,13.0,3.0,46974.0,2317.0,76982.0,1868.0,245.0,Supermarket,Semi-Urban,Kids
7.0,3.0,1.0,3.0,4.0,4.0,2.0,20.0,7.0,74961.0,3820.0,21341.0,1789.0,233.0,Supermarket,Semi-Urban,Teens
5.0,5.0,5.0,5.0,7.0,9.0,1.0,15.0,2.0,58661.0,14408.0,147756.0,3755.0,142.0,Supermarket,Rural,Seniors
4.0,2.0,4.0,1.0,3.0,3.0,2.0,8.0,3.0,40363.0,13840.0,49560.0,820.0,1428.0,Pharmacy,Rural,Seniors
8.0,3.0,5.0,5.0,5.0,2.0,4.0,13.0,1.0,27254.0,11068.0,67212.0,2869.0,271.0,Pharmacy,Rural,Teens
1.0,4.0,3.0,3.0,6.0,0.0,3.0,20.0,8.0,18408.0,2999.0,120654.0,279.0,491.0,Clothing Store,Urban,Adults
0.0,4.0,4.0,5.0,,8.0,3.0,0.0,4.0,43280.0,2727.0,113708.0,1280.0,1366.0,Sports Nutrition,Urban,Seniors
7.0,4.0,0.0,1.0,8.0,7.0,4.0,0.0,2.0,24742.0,6237.0,127190.0,3781.0,1590.0,Stationery,Semi-Urban,Seniors
2.0,1.0,5.0,4.0,9.0,0.0,4.0,3.0,9.0,36223.0,861.0,65210.0,526.0,938.0,Barber Shop,Semi-Urban,Seniors
6.0,5.0,0.0,3.0,7.0,1.0,2.0,22.0,6.0,51570.0,2883.0,49801.0,3868.0,835.0,Supermarket,Urban,Teens
7.0,5.0,0.0,0.0,3.0,0.0,4.0,22.0,0.0,39770.0,14964.0,67056.0,2679.0,594.0,Supermarket,Urban,Kids
5.0,1.0,5.0,1.0,3.0,0.0,2.0,22.0,8.0,37563.0,8070.0,33726.0,3360.0,1854.0,Supermarket,Semi-Urban,Adults
8.0,,3.0,1.0,9.0,8.0,0.0,28.0,6.0,69977.0,9101.0,86393.0,3266.0,802.0,Supermarket,Rural,Kids
6.0,1.0,2.0,1.0,4.0,4.0,1.0,21.0,0.0,37592.0,5934.0,41013.0,620.0,1881.0,Stationery,Semi-Urban,
4.0,5.0,3.0,4.0,2.0,2.0,1.0,28.0,3.0,49968.0,4087.0,77320.0,1490.0,1174.0,Clothing Store,Rural,Seniors
7.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,6.0,52171.0,4401.0,91711.0,2318.0,499.0,Sports Nutrition,Semi-Urban,Teens
1.0,1.0,0.0,2.0,1.0,7.0,0.0,26.0,3.0,18133.0,2767.0,79711.0,349.0,1181.0,Clothing Store,,Teens
6.0,5.0,3.0,0.0,8.0,7.0,1.0,18.0,6.0,38205.0,5595.0,119349.0,2067.0,1563.0,Supermarket,Semi-Urban,Seniors
3.0,1.0,2.0,3.0,7.0,5.0,2.0,20.0,2.0,76330.0,6316.0,42205.0,3793.0,1853.0,Supermarket,,Kids
8.0,5.0,2.0,5.0,,1.0,3.0,11.0,3.0,,996.0,20987.0,309.0,1678.0,Stationery,Semi-Urban,Adults
0.0,1.0,4.0,1.0,8.0,0.0,1.0,19.0,2.0,40108.0,6831.0,41494.0,1306.0,654.0,Pharmacy,Rural,Teens
6.0,4.0,1.0,4.0,4.0,5.0,1.0,26.0,3.0,31087.0,12054.0,71689.0,1841.0,1760.0,Supermarket,Semi-Urban,Adults
5.0,0.0,0.0,1.0,9.0,0.0,2.0,3.0,9.0,43403.0,11414.0,25166.0,407.0,1505.0,Barber Shop,,Seniors
7.0,5.0,2.0,5.0,0.0,5.0,2.0,8.0,2.0,59914.0,10079.0,77344.0,2430.0,1864.0,Stationery,Urban,Adults
4.0,1.0,5.0,3.0,7.0,9.0,1.0,6.0,9.0,47402.0,12680.0,104931.0,2567.0,1113.0,Pet Grooming,Rural,Seniors
0.0,4.0,0.0,0.0,2.0,1.0,4.0,24.0,9.0,18905.0,5208.0,23535.0,3083.0,1325.0,Supermarket,Semi-Urban,
0.0,0.0,1.0,1.0,8.0,6.0,0.0,28.0,4.0,75658.0,9870.0,133834.0,3405.0,1702.0,Supermarket,Urban,Kids
8.0,1.0,5.0,4.0,0.0,9.0,3.0,13.0,3.0,27738.0,13986.0,97142.0,3277.0,950.0,Supermarket,Rural,Adults
5.0,0.0,0.0,4.0,2.0,1.0,3.0,22.0,2.0,51031.0,13659.0,138821.0,3194.0,1493.0,Supermarket,Semi-Urban,Adults
4.0,5.0,2.0,2.0,0.0,1.0,0.0,25.0,4.0,52900.0,13568.0,62408.0,1241.0,1872.0,Stationery,Rural,Adults
0.0,0.0,4.0,4.0,0.0,5.0,1.0,2.0,9.0,,2857.0,118287.0,2538.0,200.0,Beauty Parlor,Semi-Urban,Adults
5.0,2.0,3.0,2.0,5.0,3.0,1.0,14.0,8.0,25348.0,13049.0,137219.0,751.0,65.0,Beauty Parlor,Urban,Adults
5.0,3.0,5.0,0.0,3.0,5.0,1.0,10.0,0.0,61468.0,10642.0,75693.0,3384.0,121.0,Pharmacy,Rural,Seniors
2.0,2.0,3.0,3.0,9.0,7.0,1.0,9.0,3.0,41246.0,5194.0,26378.0,1634.0,1594.0,Pharmacy,Urban,Adults
7.0,5.0,2.0,2.0,3.0,9.0,1.0,19.0,6.0,52519.0,6621.0,124810.0,845.0,1255.0,Beauty Parlor,Urban,Seniors
0.0,5.0,2.0,1.0,4.0,2.0,3.0,14.0,3.0,10842.0,7828.0,70690.0,2276.0,499.0,Supermarket,Semi-Urban,Teens
0.0,0.0,5.0,5.0,2.0,4.0,1.0,24.0,7.0,64199.0,11679.0,36192.0,2996.0,1987.0,Supermarket,Semi-Urban,Kids
5.0,4.0,1.0,1.0,1.0,4.0,2.0,16.0,6.0,57879.0,2733.0,80715.0,1443.0,1120.0,Stationery,Urban,Kids
0.0,1.0,5.0,3.0,9.0,,4.0,18.0,4.0,60647.0,9753.0,101679.0,2467.0,132.0,Supermarket,Rural,Teens
5.0,3.0,0.0,4.0,7.0,8.0,1.0,10.0,9.0,73094.0,9443.0,140967.0,2430.0,1878.0,Beauty Parlor,Rural,Kids
0.0,1.0,1.0,5.0,6.0,6.0,2.0,19.0,3.0,21433.0,13801.0,121824.0,1923.0,,Supermarket,Rural,Adults
5.0,4.0,3.0,1.0,9.0,8.0,3.0,15.0,7.0,39810.0,10259.0,72308.0,3617.0,121.0,Fast Food,Semi-Urban,Adults
2.0,5.0,0.0,5.0,3.0,7.0,2.0,3.0,0.0,67990.0,12662.0,131933.0,1795.0,1706.0,Beauty Parlor,Rural,Teens
7.0,3.0,1.0,2.0,1.0,2.0,0.0,6.0,1.0,31498.0,11477.0,54561.0,2331.0,258.0,Stationery,Urban,Seniors
5.0,2.0,,3.0,8.0,1.0,0.0,10.0,4.0,50958.0,14429.0,50795.0,2647.0,1398.0,Barber Shop,Semi-Urban,Adults
0.0,5.0,0.0,1.0,7.0,2.0,2.0,19.0,9.0,77735.0,7726.0,85229.0,2143.0,1913.0,Supermarket,Rural,Kids
4.0,5.0,4.0,4.0,3.0,5.0,1.0,25.0,6.0,42026.0,,139893.0,3476.0,507.0,Supermarket,Semi-Urban,Teens
7.0,0.0,5.0,5.0,4.0,9.0,1.0,23.0,8.0,34940.0,3159.0,105815.0,2919.0,180.0,Supermarket,Rural,Seniors
2.0,4.0,5.0,4.0,9.0,3.0,1.0,16.0,2.0,65810.0,3426.0,112371.0,783.0,244.0,Pharmacy,Rural,Adults
5.0,0.0,5.0,5.0,5.0,0.0,2.0,18.0,4.0,57061.0,11937.0,66992.0,1797.0,784.0,Supermarket,Rural,Adults
4.0,0.0,4.0,1.0,3.0,9.0,0.0,25.0,1.0,61216.0,14739.0,27356.0,2539.0,908.0,Supermarket,Urban,Seniors
5.0,1.0,1.0,3.0,1.0,9.0,0.0,9.0,5.0,60921.0,8594.0,92187.0,2491.0,1805.0,Beauty Parlor,,Teens
0.0,5.0,2.0,0.0,4.0,8.0,3.0,14.0,5.0,47382.0,5248.0,42790.0,978.0,87.0,Fast Food,Rural,Teens
6.0,4.0,0.0,1.0,0.0,5.0,0.0,5.0,3.0,73658.0,12068.0,131956.0,3028.0,661.0,Beauty Parlor,Semi-Urban,Adults
8.0,0.0,1.0,4.0,6.0,0.0,0.0,12.0,1.0,17874.0,9038.0,44353.0,3125.0,1070.0,Supermarket,Rural,Kids
1.0,,2.0,0.0,8.0,2.0,4.0,2.0,7.0,43996.0,7402.0,98139.0,2620.0,1740.0,Pet Grooming,Semi-Urban,
4.0,3.0,5.0,,2.0,0.0,0.0,7.0,7.0,48352.0,5688.0,93749.0,2746.0,833.0,Pharmacy,Semi-Urban,Seniors
3.0,4.0,5.0,4.0,5.0,8.0,2.0,,0.0,24886.0,9181.0,131509.0,2788.0,1728.0,Pharmacy,Urban,Kids
5.0,1.0,5.0,3.0,8.0,3.0,1.0,4.0,1.0,58741.0,2013.0,123828.0,3709.0,633.0,Pharmacy,Semi-Urban,Teens
5.0,4.0,2.0,5.0,3.0,1.0,2.0,17.0,3.0,65840.0,9267.0,52639.0,2148.0,1048.0,Supermarket,Urban,Kids
1.0,5.0,0.0,1.0,5.0,3.0,1.0,,0.0,57254.0,9869.0,73756.0,3456.0,1762.0,Supermarket,Semi-Urban,Seniors
1.0,1.0,0.0,3.0,2.0,1.0,1.0,20.0,5.0,58216.0,11300.0,131628.0,1385.0,1485.0,Clothing Store,Urban,Teens
3.0,3.0,2.0,4.0,8.0,5.0,3.0,15.0,1.0,19698.0,8390.0,87820.0,2138.0,1024.0,Supermarket,Rural,Teens
0.0,2.0,3.0,1.0,6.0,5.0,0.0,8.0,2.0,53549.0,1001.0,29925.0,1559.0,493.0,Pharmacy,Urban,Seniors
8.0,0.0,5.0,4.0,6.0,6.0,3.0,10.0,,30317.0,8586.0,116728.0,2929.0,1969.0,Pet Grooming,Urban,Kids
6.0,4.0,1.0,4.0,3.0,8.0,1.0,20.0,6.0,36311.0,12780.0,71838.0,1766.0,1481.0,Supermarket,Urban,Seniors
6.0,1.0,,0.0,5.0,8.0,4.0,27.0,3.0,13398.0,4831.0,130635.0,2226.0,246.0,Supermarket,Rural,Seniors
2.0,3.0,2.0,2.0,7.0,3.0,4.0,18.0,9.0,53753.0,14031.0,28094.0,2616.0,119.0,Coolbar,Rural,Adults
2.0,0.0,3.0,3.0,5.0,8.0,3.0,13.0,0.0,15294.0,6837.0,,2621.0,1256.0,Pharmacy,Semi-Urban,Seniors
0.0,3.0,4.0,3.0,5.0,7.0,3.0,6.0,3.0,,2806.0,113535.0,1890.0,1718.0,Pharmacy,Urban,Adults
2.0,2.0,2.0,0.0,3.0,0.0,0.0,11.0,9.0,42539.0,13282.0,102998.0,578.0,1354.0,Beauty Parlor,Rural,Kids
2.0,0.0,,5.0,7.0,6.0,3.0,18.0,5.0,39603.0,983.0,52284.0,3066.0,1625.0,Supermarket,Rural,Adults
3.0,0.0,4.0,3.0,9.0,6.0,3.0,7.0,7.0,60126.0,,66831.0,888.0,184.0,Barber Shop,Rural,Seniors
3.0,0.0,3.0,0.0,7.0,9.0,2.0,20.0,8.0,40053.0,929.0,25922.0,2133.0,1232.0,Supermarket,Semi-Urban,Seniors
2.0,1.0,0.0,3.0,8.0,3.0,3.0,4.0,3.0,64987.0,14176.0,102763.0,286.0,52.0,Barber Shop,Rural,Seniors
7.0,0.0,2.0,3.0,5.0,6.0,3.0,5.0,5.0,78249.0,1690.0,55919.0,3894.0,1765.0,Stationery,Semi-Urban,Kids
7.0,3.0,4.0,4.0,1.0,9.0,2.0,10.0,1.0,62442.0,1345.0,105320.0,1699.0,259.0,Stationery,Urban,Seniors
0.0,1.0,3.0,0.0,3.0,9.0,1.0,25.0,1.0,66296.0,13337.0,100588.0,3373.0,1137.0,Supermarket,Rural,Seniors
6.0,0.0,4.0,5.0,3.0,4.0,1.0,28.0,5.0,50717.0,14863.0,76828.0,3601.0,1550.0,Supermarket,Rural,Kids
1.0,3.0,1.0,3.0,7.0,4.0,2.0,21.0,8.0,48986.0,11192.0,84075.0,1953.0,370.0,Supermarket,,Adults
0.0,3.0,2.0,5.0,4.0,4.0,0.0,2.0,2.0,48643.0,5408.0,31609.0,1670.0,1188.0,Pharmacy,Urban,Teens
2.0,4.0,0.0,2.0,3.0,,,10.0,3.0,60832.0,6233.0,23574.0,1822.0,974.0,Fast Food,Urban,Seniors
3.0,3.0,4.0,0.0,7.0,6.0,0.0,22.0,8.0,51654.0,8753.0,31662.0,302.0,1644.0,Barber Shop,Urban,Kids
5.0,5.0,5.0,0.0,2.0,4.0,4.0,24.0,8.0,47037.0,7152.0,110435.0,1817.0,560.0,Supermarket,Rural,Adults
4.0,2.0,3.0,0.0,1.0,8.0,0.0,,4.0,67775.0,3332.0,96592.0,331.0,1840.0,Beauty Parlor,Rural,Kids
3.0,0.0,5.0,4.0,3.0,8.0,,0.0,8.0,21325.0,8859.0,71913.0,3772.0,1369.0,Pharmacy,Semi-Urban,Adults
7.0,0.0,4.0,0.0,0.0,6.0,1.0,3.0,4.0,48643.0,8922.0,111055.0,1664.0,338.0,Pharmacy,Urban,Adults
3.0,0.0,5.0,4.0,0.0,9.0,3.0,19.0,4.0,35743.0,7265.0,127563.0,1847.0,544.0,Supermarket,Rural,Adults
1.0,3.0,3.0,2.0,4.0,2.0,3.0,0.0,6.0,53387.0,9750.0,126021.0,3186.0,1801.0,Beauty Parlor,Rural,Teens
,3.0,4.0,1.0,0.0,3.0,3.0,5.0,5.0,10234.0,9413.0,67215.0,751.0,800.0,Pharmacy,Rural,Teens
5.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,9.0,27199.0,7340.0,34603.0,2132.0,84.0,Barber Shop,Urban,Seniors
7.0,5.0,0.0,3.0,7.0,6.0,1.0,26.0,6.0,74053.0,4808.0,54107.0,1120.0,544.0,Stationery,Urban,
7.0,1.0,2.0,0.0,7.0,1.0,1.0,12.0,9.0,57549.0,11020.0,29429.0,1230.0,632.0,Barber Shop,Rural,Seniors
8.0,1.0,0.0,1.0,1.0,4.0,0.0,15.0,1.0,,7154.0,90565.0,1223.0,1426.0,Stationery,Rural,Adults
6.0,2.0,4.0,4.0,2.0,3.0,0.0,10.0,8.0,75696.0,14290.0,44255.0,677.0,245.0,Bakery,Rural,Teens
1.0,,4.0,5.0,2.0,9.0,0.0,13.0,5.0,28630.0,11010.0,111642.0,1842.0,596.0,Supermarket,Semi-Urban,Kids
7.0,,0.0,5.0,0.0,8.0,4.0,5.0,8.0,78935.0,6498.0,107389.0,2253.0,1747.0,Beauty Parlor,Urban,Seniors
6.0,0.0,1.0,3.0,2.0,0.0,4.0,15.0,0.0,50058.0,14572.0,73262.0,752.0,1147.0,Stationery,Urban,Seniors
7.0,0.0,4.0,1.0,7.0,9.0,3.0,16.0,1.0,55574.0,13446.0,103747.0,1959.0,1531.0,Supermarket,Rural,Adults
2.0,0.0,2.0,2.0,5.0,2.0,4.0,9.0,6.0,21175.0,2726.0,84504.0,3308.0,790.0,Barber Shop,Semi-Urban,Seniors
6.0,4.0,1.0,4.0,4.0,5.0,0.0,28.0,1.0,70908.0,13952.0,125028.0,1180.0,709.0,Clothing Store,Rural,Teens
8.0,3.0,0.0,5.0,9.0,3.0,0.0,20.0,5.0,65862.0,13138.0,,2464.0,93.0,Supermarket,Urban,Kids
2.0,4.0,3.0,5.0,8.0,2.0,0.0,21.0,1.0,59977.0,10433.0,103395.0,2233.0,1282.0,Supermarket,,Adults
5.0,2.0,4.0,4.0,6.0,5.0,1.0,25.0,9.0,46351.0,1548.0,92793.0,3857.0,1790.0,Supermarket,Rural,Teens
1.0,,3.0,5.0,5.0,2.0,1.0,12.0,,72045.0,1267.0,90826.0,2778.0,1976.0,Supermarket,Rural,Teens
1.0,3.0,5.0,2.0,4.0,6.0,4.0,12.0,5.0,11464.0,13510.0,80690.0,3083.0,399.0,Pharmacy,Rural,Kids
4.0,2.0,2.0,5.0,4.0,0.0,2.0,1.0,6.0,47532.0,2698.0,112749.0,515.0,839.0,Sports Nutrition,Rural,Adults
4.0,3.0,1.0,4.0,,8.0,2.0,0.0,0.0,43112.0,13510.0,54138.0,2468.0,316.0,Stationery,Urban,Seniors
6.0,1.0,3.0,0.0,8.0,9.0,0.0,22.0,1.0,20307.0,9796.0,38551.0,3608.0,1598.0,Supermarket,Semi-Urban,Kids
1.0,2.0,2.0,5.0,9.0,1.0,1.0,0.0,1.0,,5422.0,107205.0,2089.0,584.0,Sports Nutrition,Rural,Kids
6.0,2.0,3.0,4.0,5.0,3.0,,29.0,0.0,,4063.0,147257.0,3853.0,123.0,Supermarket,Semi-Urban,Adults
4.0,1.0,3.0,0.0,3.0,5.0,4.0,6.0,2.0,13700.0,5507.0,132233.0,941.0,1357.0,Beauty Parlor,Urban,Adults
5.0,4.0,2.0,5.0,3.0,5.0,1.0,12.0,5.0,17992.0,10194.0,41718.0,2346.0,450.0,Stationery,Urban,Teens
7.0,4.0,4.0,5.0,3.0,7.0,0.0,16.0,8.0,16992.0,806.0,110473.0,651.0,1760.0,Beauty Parlor,Rural,Adults
3.0,,3.0,4.0,5.0,7.0,0.0,8.0,2.0,37624.0,3168.0,61457.0,3190.0,583.0,Pharmacy,Rural,Kids
6.0,3.0,2.0,3.0,0.0,,2.0,12.0,2.0,46659.0,13949.0,107984.0,3952.0,738.0,Supermarket,Rural,Seniors
5.0,1.0,3.0,3.0,8.0,5.0,0.0,15.0,1.0,16868.0,13243.0,97116.0,,1669.0,Pharmacy,Rural,Adults
1.0,2.0,4.0,1.0,1.0,8.0,0.0,4.0,1.0,63396.0,9130.0,117089.0,1303.0,951.0,Pharmacy,Urban,Seniors
7.0,2.0,2.0,3.0,1.0,6.0,,21.0,6.0,13336.0,2925.0,141333.0,288.0,1411.0,Clothing Store,Rural,Seniors
8.0,2.0,3.0,2.0,4.0,7.0,4.0,29.0,3.0,21345.0,3556.0,90860.0,1263.0,1808.0,Stationery,Rural,Seniors
4.0,3.0,0.0,1.0,3.0,7.0,3.0,6.0,5.0,59327.0,5553.0,95403.0,1483.0,1483.0,Beauty Parlor,,Adults
3.0,3.0,4.0,3.0,2.0,1.0,2.0,0.0,7.0,51683.0,10528.0,138500.0,2940.0,1760.0,Beauty Parlor,Urban,Teens
5.0,5.0,3.0,0.0,4.0,6.0,1.0,7.0,4.0,20732.0,8629.0,104327.0,2130.0,1907.0,Stationery,Semi-Urban,
7.0,4.0,1.0,4.0,6.0,2.0,2.0,5.0,2.0,28546.0,8972.0,122179.0,3073.0,813.0,Stationery,Urban,Kids
2.0,5.0,2.0,3.0,9.0,6.0,0.0,11.0,1.0,23316.0,1709.0,122338.0,3033.0,222.0,Supermarket,Rural,
0.0,5.0,3.0,0.0,1.0,1.0,4.0,1.0,5.0,41648.0,6707.0,137571.0,1342.0,1744.0,Beauty Parlor,Semi-Urban,Seniors
3.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,7.0,12496.0,14475.0,40382.0,441.0,1635.0,Fast Food,Semi-Urban,Kids
3.0,4.0,4.0,4.0,3.0,8.0,,14.0,9.0,65302.0,3301.0,38216.0,478.0,318.0,Coolbar,Semi-Urban,Teens
0.0,4.0,1.0,3.0,1.0,9.0,4.0,16.0,3.0,19513.0,5414.0,96443.0,3635.0,1111.0,Supermarket,Semi-Urban,Teens
8.0,2.0,1.0,1.0,0.0,9.0,4.0,19.0,1.0,78923.0,3890.0,60423.0,2828.0,1300.0,Supermarket,Rural,Seniors
2.0,3.0,5.0,3.0,7.0,0.0,1.0,2.0,2.0,74899.0,5259.0,,2478.0,1866.0,Pharmacy,Urban,Teens
4.0,4.0,5.0,1.0,4.0,0.0,2.0,29.0,2.0,12380.0,11555.0,71118.0,310.0,305.0,Pharmacy,Urban,Teens
5.0,5.0,3.0,3.0,9.0,2.0,1.0,26.0,8.0,25970.0,12295.0,21463.0,2328.0,1870.0,Supermarket,Urban,Seniors
7.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,9.0,70266.0,9235.0,78090.0,1399.0,687.0,Fast Food,Rural,Kids
5.0,1.0,4.0,2.0,7.0,6.0,1.0,15.0,3.0,47500.0,6293.0,39407.0,2160.0,1876.0,Pharmacy,Semi-Urban,Adults
2.0,3.0,0.0,0.0,2.0,6.0,3.0,9.0,5.0,22266.0,4560.0,135429.0,3796.0,717.0,Beauty Parlor,Urban,Seniors
5.0,2.0,0.0,4.0,6.0,7.0,3.0,12.0,8.0,38269.0,9767.0,64316.0,3851.0,1156.0,Coolbar,Rural,Teens
0.0,2.0,3.0,3.0,1.0,1.0,3.0,7.0,9.0,77340.0,6898.0,94766.0,3969.0,836.0,Sports Nutrition,Rural,Kids
3.0,4.0,2.0,2.0,6.0,6.0,1.0,16.0,7.0,36602.0,6681.0,146292.0,1714.0,1848.0,Supermarket,Semi-Urban,Adults
5.0,,,2.0,3.0,8.0,0.0,,8.0,26870.0,,40621.0,933.0,482.0,Clothing Store,Semi-Urban,Kids
6.0,1.0,2.0,4.0,9.0,9.0,3.0,6.0,5.0,44373.0,11915.0,43183.0,2165.0,644.0,Barber Shop,Rural,Kids
2.0,,1.0,4.0,0.0,4.0,3.0,23.0,1.0,32666.0,11222.0,65530.0,2134.0,1657.0,Supermarket,Urban,Teens
8.0,4.0,4.0,,4.0,9.0,1.0,4.0,4.0,31652.0,5480.0,140823.0,783.0,1343.0,Beauty Parlor,Semi-Urban,Seniors
6.0,5.0,1.0,4.0,3.0,2.0,2.0,7.0,,29097.0,11718.0,85819.0,525.0,1428.0,Fast Food,Rural,Adults
0.0,4.0,4.0,4.0,7.0,8.0,0.0,28.0,2.0,36638.0,2747.0,22765.0,1419.0,1721.0,Pharmacy,Urban,Seniors
1.0,,5.0,3.0,0.0,0.0,4.0,26.0,2.0,54439.0,763.0,39491.0,1441.0,177.0,Pharmacy,Urban,Kids
0.0,5.0,4.0,0.0,1.0,2.0,4.0,0.0,,38103.0,1245.0,50089.0,3007.0,930.0,Coolbar,Urban,Kids
8.0,3.0,4.0,5.0,4.0,1.0,0.0,1.0,0.0,79736.0,5566.0,124110.0,1056.0,1557.0,Pharmacy,,Adults
8.0,5.0,3.0,1.0,9.0,1.0,1.0,3.0,3.0,36530.0,12644.0,54997.0,3548.0,115.0,Stationery,Rural,Kids
6.0,5.0,2.0,2.0,9.0,2.0,2.0,0.0,6.0,12843.0,6814.0,95144.0,3044.0,1777.0,Stationery,Urban,Kids
2.0,4.0,1.0,1.0,1.0,9.0,2.0,28.0,2.0,45484.0,998.0,95995.0,1681.0,1550.0,Supermarket,Urban,Adults
4.0,1.0,5.0,2.0,0.0,6.0,4.0,20.0,6.0,22477.0,8490.0,93485.0,639.0,329.0,Clothing Store,Urban,Seniors
3.0,0.0,,,5.0,5.0,2.0,9.0,5.0,,9152.0,32669.0,3355.0,1344.0,Barber Shop,Rural,Adults
6.0,5.0,3.0,0.0,9.0,8.0,4.0,2.0,0.0,36881.0,2958.0,33759.0,881.0,1529.0,Stationery,Urban,Kids
8.0,1.0,4.0,2.0,3.0,9.0,3.0,1.0,4.0,60257.0,4431.0,80498.0,1307.0,790.0,Pharmacy,Rural,Seniors
1.0,2.0,5.0,2.0,4.0,9.0,1.0,6.0,5.0,51152.0,5174.0,72280.0,2592.0,1076.0,Pharmacy,Urban,Teens
7.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8.0,16141.0,11769.0,125036.0,3662.0,1947.0,Beauty Parlor,Urban,Teens
8.0,0.0,0.0,4.0,9.0,4.0,1.0,24.0,9.0,33099.0,14389.0,146842.0,2892.0,291.0,Supermarket,Semi-Urban,
8.0,4.0,0.0,5.0,5.0,8.0,3.0,5.0,5.0,65233.0,1667.0,58839.0,462.0,316.0,Stationery,Rural,Adults
6.0,5.0,3.0,1.0,3.0,2.0,0.0,7.0,7.0,78972.0,7084.0,118482.0,2806.0,632.0,Stationery,Urban,Adults
8.0,2.0,2.0,2.0,5.0,7.0,0.0,2.0,1.0,18589.0,2609.0,56790.0,2213.0,1880.0,Stationery,Semi-Urban,Adults
8.0,4.0,0.0,0.0,4.0,8.0,0.0,20.0,0.0,53475.0,14798.0,27012.0,1891.0,566.0,Stationery,Rural,Kids
2.0,3.0,0.0,2.0,1.0,6.0,4.0,18.0,0.0,63537.0,6364.0,65862.0,2712.0,966.0,Supermarket,Semi-Urban,Kids
